CustomerID,Count,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Churn Score Category,CLTV Category
5201-USSQZ,1,No,0,67,4038,,"(60, 70]","(4000, 4500]"
2105-PHWON,1,No,0,76,4639,,"(70, 80]","(4500, 5000]"
1494-EJZDW,1,No,0,74,2836,,"(70, 80]","(2500, 3000]"
4884-TVUQF,1,No,0,48,4421,,"(40, 50]","(4000, 4500]"
8003-EWNDZ,1,No,0,34,2066,,"(30, 40]","(2000, 2500]"
1897-RCFUM,1,No,0,67,3109,,"(60, 70]","(3000, 3500]"
9256-JTBNZ,1,No,0,72,4188,,"(70, 80]","(4000, 4500]"
2211-RMNHO,1,No,0,43,4732,,"(40, 50]","(4500, 5000]"
2432-TFSMK,1,No,0,36,2269,,"(30, 40]","(2000, 2500]"
4929-ROART,1,No,0,47,2277,,"(40, 50]","(2000, 2500]"
1834-ABKHQ,1,No,0,73,4298,,"(70, 80]","(4000, 4500]"
1741-WTPON,1,No,0,75,4937,,"(70, 80]","(4500, 5000]"
3932-IJWDZ,1,No,0,21,2183,,"(20, 30]","(2000, 2500]"
1240-HCBOH,1,No,0,42,6466,,"(40, 50]","(6000, 6500]"
3594-KADLU,1,No,0,35,3610,,"(30, 40]","(3500, 4000]"
8065-BVEPF,1,No,0,52,4574,,"(50, 60]","(4500, 5000]"
3796-ENZGF,1,No,0,36,6438,,"(30, 40]","(6000, 6500]"
1734-ZMNTZ,1,No,0,65,5409,,"(60, 70]","(5000, 5500]"
2853-CWQFQ,1,No,0,47,5824,,"(40, 50]","(5500, 6000]"
0813-TAXXS,1,No,0,59,6483,,"(50, 60]","(6000, 6500]"
2519-TWKFS,1,No,0,40,2499,,"(30, 40]","(2000, 2500]"
0626-QXNGV,1,No,0,68,5613,,"(60, 70]","(5500, 6000]"
6723-CEGQI,1,No,0,37,5712,,"(30, 40]","(5500, 6000]"
4732-RRJZC,1,No,0,45,4954,,"(40, 50]","(4500, 5000]"
9499-XPZXM,1,No,0,30,4675,,"(20, 30]","(4500, 5000]"
4338-EYCER,1,No,0,43,5763,,"(40, 50]","(5500, 6000]"
3007-FDPEA,1,No,0,46,2107,,"(40, 50]","(2000, 2500]"
6350-XFYGW,1,No,0,44,2757,,"(40, 50]","(2500, 3000]"
8513-OLYGY,1,No,0,41,5130,,"(40, 50]","(5000, 5500]"
0311-QYWSS,1,No,0,60,3672,,"(50, 60]","(3500, 4000]"
8705-DWKTI,1,No,0,40,6339,,"(30, 40]","(6000, 6500]"
8755-IWJHN,1,No,0,21,6132,,"(20, 30]","(6000, 6500]"
4480-QQRHC,1,No,0,79,4899,,"(70, 80]","(4500, 5000]"
0929-PECLO,1,No,0,38,4438,,"(30, 40]","(4000, 4500]"
3680-CTHUH,1,No,0,74,5680,,"(70, 80]","(5500, 6000]"
1202-KKGFU,1,No,0,31,4474,,"(30, 40]","(4000, 4500]"
6112-KTHFQ,1,No,0,23,5917,,"(20, 30]","(5500, 6000]"
1852-XEMDW,1,No,0,30,4709,,"(20, 30]","(4500, 5000]"
1820-DJFPH,1,No,0,36,4755,,"(30, 40]","(4500, 5000]"
9426-SXNHE,1,No,0,23,5355,,"(20, 30]","(5000, 5500]"
9068-FHQHD,1,No,0,29,3556,,"(20, 30]","(3500, 4000]"
1269-FOYWN,1,No,0,72,3743,,"(70, 80]","(3500, 4000]"
9470-YFUYI,1,No,0,55,5247,,"(50, 60]","(5000, 5500]"
7402-EYFXX,1,No,0,54,4030,,"(50, 60]","(4000, 4500]"
9895-VFOXH,1,No,0,61,5092,,"(60, 70]","(5000, 5500]"
1230-QAJDW,1,No,0,43,2562,,"(40, 50]","(2500, 3000]"
5701-ZIKJE,1,No,0,29,5530,,"(20, 30]","(5500, 6000]"
5032-MIYKT,1,No,0,28,4056,,"(20, 30]","(4000, 4500]"
7396-VJUZB,1,No,0,57,2776,,"(50, 60]","(2500, 3000]"
9717-QEBGU,1,No,0,37,2980,,"(30, 40]","(2500, 3000]"
5172-RKOCB,1,No,0,21,5758,,"(20, 30]","(5500, 6000]"
6509-TSGWN,1,No,0,72,5359,,"(70, 80]","(5000, 5500]"
3178-CIFOT,1,No,0,58,5916,,"(50, 60]","(5500, 6000]"
4530-NDRKU,1,No,0,80,5091,,"(70, 80]","(5000, 5500]"
5985-TBABQ,1,No,0,66,2830,,"(60, 70]","(2500, 3000]"
9800-ONTFE,1,No,0,37,4479,,"(30, 40]","(4000, 4500]"
6743-HHQPF,1,No,0,57,4959,,"(50, 60]","(4500, 5000]"
8455-HIRAQ,1,No,0,65,4909,,"(60, 70]","(4500, 5000]"
6616-AALSR,1,No,0,76,4997,,"(70, 80]","(4500, 5000]"
9415-ZNBSX,1,No,0,46,5650,,"(40, 50]","(5500, 6000]"
4018-KJYUY,1,No,0,78,2722,,"(70, 80]","(2500, 3000]"
3884-UEBXB,1,No,0,39,6314,,"(30, 40]","(6000, 6500]"
8780-RSYYU,1,No,0,23,2159,,"(20, 30]","(2000, 2500]"
5537-UXXVS,1,No,0,68,4137,,"(60, 70]","(4000, 4500]"
1791-PQHBB,1,No,0,31,5056,,"(30, 40]","(5000, 5500]"
8701-DGLVH,1,No,0,65,6097,,"(60, 70]","(6000, 6500]"
8741-LQOBK,1,No,0,33,4829,,"(30, 40]","(4500, 5000]"
8082-GHXOP,1,No,0,24,5611,,"(20, 30]","(5500, 6000]"
0980-FEXWF,1,No,0,48,3386,,"(40, 50]","(3000, 3500]"
3011-WQKSZ,1,No,0,31,5188,,"(30, 40]","(5000, 5500]"
8218-FFJDS,1,No,0,27,6114,,"(20, 30]","(6000, 6500]"
1986-PHGZF,1,No,0,54,2812,,"(50, 60]","(2500, 3000]"
9360-OMDZZ,1,No,0,69,3192,,"(60, 70]","(3000, 3500]"
0345-XMMUG,1,No,0,45,5119,,"(40, 50]","(5000, 5500]"
8024-XNAFQ,1,No,0,56,5294,,"(50, 60]","(5000, 5500]"
2988-GBIVW,1,No,0,64,5129,,"(60, 70]","(5000, 5500]"
2832-SCUCO,1,No,0,40,2822,,"(30, 40]","(2500, 3000]"
7036-ZZKBD,1,No,0,79,3282,,"(70, 80]","(3000, 3500]"
0265-PSUAE,1,No,0,72,3337,,"(70, 80]","(3000, 3500]"
0463-TXOAK,1,No,0,76,5662,,"(70, 80]","(5500, 6000]"
0594-UFTUL,1,No,0,31,2928,,"(30, 40]","(2500, 3000]"
9509-MPYOD,1,No,0,67,4261,,"(60, 70]","(4000, 4500]"
9128-CPXKI,1,No,0,45,5470,,"(40, 50]","(5000, 5500]"
0129-KPTWJ,1,No,0,20,5943,,"(10, 20]","(5500, 6000]"
5855-EIBDE,1,No,0,57,5948,,"(50, 60]","(5500, 6000]"
5365-LLFYV,1,No,0,65,2245,,"(60, 70]","(2000, 2500]"
5956-YHHRX,1,No,0,22,4934,,"(20, 30]","(4500, 5000]"
6008-NAIXK,1,No,0,58,4521,,"(50, 60]","(4500, 5000]"
1928-BXYIV,1,No,0,28,4592,,"(20, 30]","(4500, 5000]"
5760-FXFVO,1,No,0,35,4093,,"(30, 40]","(4000, 4500]"
0961-ZWLVI,1,No,0,44,6005,,"(40, 50]","(6000, 6500]"
5181-OABFK,1,No,0,72,4173,,"(70, 80]","(4000, 4500]"
4007-NHVHI,1,No,0,57,5679,,"(50, 60]","(5500, 6000]"
7816-VGHTO,1,No,0,30,2866,,"(20, 30]","(2500, 3000]"
5871-DGTXZ,1,No,0,38,4636,,"(30, 40]","(4500, 5000]"
7550-WIQVA,1,No,0,71,4972,,"(70, 80]","(4500, 5000]"
7544-ZVIKX,1,No,0,75,5870,,"(70, 80]","(5500, 6000]"
0016-QLJIS,1,No,0,25,5509,,"(20, 30]","(5500, 6000]"
7508-DQAKK,1,No,0,33,6474,,"(30, 40]","(6000, 6500]"
5176-OLSKT,1,No,0,61,5546,,"(60, 70]","(5500, 6000]"
9356-AXGMP,1,No,0,60,5461,,"(50, 60]","(5000, 5500]"
3556-BVQGL,1,No,0,71,3585,,"(70, 80]","(3500, 4000]"
8979-CAMGB,1,No,0,47,6100,,"(40, 50]","(6000, 6500]"
7581-EBBOU,1,No,0,62,4260,,"(60, 70]","(4000, 4500]"
5073-RZGBK,1,No,0,26,5823,,"(20, 30]","(5500, 6000]"
2192-CKRLV,1,No,0,33,4700,,"(30, 40]","(4500, 5000]"
3154-HMWUU,1,No,0,63,5848,,"(60, 70]","(5500, 6000]"
6119-SPUDB,1,No,0,73,2653,,"(70, 80]","(2500, 3000]"
6522-OIQSX,1,No,0,23,4175,,"(20, 30]","(4000, 4500]"
7813-ZGGAW,1,No,0,40,3364,,"(30, 40]","(3000, 3500]"
8748-HFWBO,1,No,0,29,5964,,"(20, 30]","(5500, 6000]"
1052-QJIBV,1,No,0,53,6015,,"(50, 60]","(6000, 6500]"
1319-YLZJG,1,No,0,31,2499,,"(30, 40]","(2000, 2500]"
0723-FDLAY,1,No,0,57,2292,,"(50, 60]","(2000, 2500]"
3050-RLLXC,1,No,0,62,5907,,"(60, 70]","(5500, 6000]"
9298-WGMRW,1,No,0,44,4697,,"(40, 50]","(4500, 5000]"
3088-LHEFH,1,No,0,33,3885,,"(30, 40]","(3500, 4000]"
6583-KQJLK,1,No,0,70,5868,,"(60, 70]","(5500, 6000]"
8544-JNBOX,1,No,0,57,4626,,"(50, 60]","(4500, 5000]"
6681-ZSEXG,1,No,0,71,5477,,"(70, 80]","(5000, 5500]"
6139-ZZRBQ,1,No,0,44,4309,,"(40, 50]","(4000, 4500]"
6116-RFVHN,1,No,0,42,3744,,"(40, 50]","(3500, 4000]"
8884-FEEWR,1,No,0,70,2858,,"(60, 70]","(2500, 3000]"
3125-RAHBV,1,No,0,55,2768,,"(50, 60]","(2500, 3000]"
0373-AIVNJ,1,No,0,67,3755,,"(60, 70]","(3500, 4000]"
1682-VCOIO,1,No,0,43,3434,,"(40, 50]","(3000, 3500]"
2072-ZVJJX,1,No,0,70,4571,,"(60, 70]","(4500, 5000]"
8849-AYPTR,1,No,0,57,3296,,"(50, 60]","(3000, 3500]"
9518-IMLHK,1,No,0,77,3175,,"(70, 80]","(3000, 3500]"
3646-ITDGM,1,No,0,56,4831,,"(50, 60]","(4500, 5000]"
3569-VLDHH,1,No,0,23,6123,,"(20, 30]","(6000, 6500]"
8224-KDLKN,1,No,0,41,4275,,"(40, 50]","(4000, 4500]"
7594-LZNWR,1,No,0,63,4478,,"(60, 70]","(4000, 4500]"
4001-TSBTV,1,No,0,49,6423,,"(40, 50]","(6000, 6500]"
8727-XDPUD,1,No,0,68,5658,,"(60, 70]","(5500, 6000]"
1043-UXOVO,1,No,0,35,4955,,"(30, 40]","(4500, 5000]"
1064-FBXNK,1,No,0,20,2618,,"(10, 20]","(2500, 3000]"
3996-ZNWYK,1,No,0,69,5819,,"(60, 70]","(5500, 6000]"
2878-DHMIN,1,No,0,30,2334,,"(20, 30]","(2000, 2500]"
7762-ONLJY,1,No,0,51,4122,,"(50, 60]","(4000, 4500]"
5795-BKOYE,1,No,0,71,5846,,"(70, 80]","(5500, 6000]"
7402-PWYJJ,1,No,0,44,6439,,"(40, 50]","(6000, 6500]"
0018-NYROU,1,No,0,57,5536,,"(50, 60]","(5500, 6000]"
7501-VTYLJ,1,No,0,72,4057,,"(70, 80]","(4000, 4500]"
7608-RGIRO,1,No,0,66,4889,,"(60, 70]","(4500, 5000]"
0480-BIXDE,1,No,0,66,3249,,"(60, 70]","(3000, 3500]"
5895-QSXOD,1,No,0,63,3522,,"(60, 70]","(3500, 4000]"
9814-AOUDH,1,No,0,57,5625,,"(50, 60]","(5500, 6000]"
6175-IRFIT,1,No,0,66,2610,,"(60, 70]","(2500, 3000]"
8760-ZRHKE,1,No,0,65,5546,,"(60, 70]","(5500, 6000]"
1622-HSHSF,1,No,0,58,5607,,"(50, 60]","(5500, 6000]"
6749-UTDVX,1,No,0,63,6088,,"(60, 70]","(6000, 6500]"
5542-DHSXL,1,No,0,37,3475,,"(30, 40]","(3000, 3500]"
9102-OXKFY,1,No,0,64,4293,,"(60, 70]","(4000, 4500]"
5216-WASFJ,1,No,0,30,5603,,"(20, 30]","(5500, 6000]"
7808-DVWEP,1,No,0,44,3985,,"(40, 50]","(3500, 4000]"
2284-VFLKH,1,No,0,43,4995,,"(40, 50]","(4500, 5000]"
0366-NQSHS,1,No,0,52,5863,,"(50, 60]","(5500, 6000]"
3807-BPOMJ,1,No,0,63,6021,,"(60, 70]","(6000, 6500]"
3892-NXAZG,1,No,0,72,6254,,"(70, 80]","(6000, 6500]"
4948-WBBKL,1,No,0,23,5041,,"(20, 30]","(5000, 5500]"
4182-BGSIQ,1,No,0,49,3196,,"(40, 50]","(3000, 3500]"
0988-AADSA,1,No,0,56,6317,,"(50, 60]","(6000, 6500]"
9972-NKTFD,1,No,0,73,3185,,"(70, 80]","(3000, 3500]"
3717-LNXKW,1,No,0,36,3676,,"(30, 40]","(3500, 4000]"
5734-EJKXG,1,No,0,76,5536,,"(70, 80]","(5500, 6000]"
2207-RYYRL,1,No,0,28,5535,,"(20, 30]","(5500, 6000]"
6729-FZWSY,1,No,0,57,5343,,"(50, 60]","(5000, 5500]"
9695-IDRZR,1,No,0,46,5104,,"(40, 50]","(5000, 5500]"
8144-DGHXP,1,No,0,53,4231,,"(50, 60]","(4000, 4500]"
7814-LEEVE,1,No,0,54,4215,,"(50, 60]","(4000, 4500]"
8631-WUXGY,1,No,0,46,2405,,"(40, 50]","(2000, 2500]"
5906-DVAPM,1,No,0,65,5011,,"(60, 70]","(5000, 5500]"
6654-QGBZZ,1,No,0,54,5057,,"(50, 60]","(5000, 5500]"
8348-JLBUG,1,No,0,34,4270,,"(30, 40]","(4000, 4500]"
5641-DMBFJ,1,No,0,69,5724,,"(60, 70]","(5500, 6000]"
9200-NLNPD,1,No,0,27,6445,,"(20, 30]","(6000, 6500]"
2664-XJZNO,1,No,0,35,5169,,"(30, 40]","(5000, 5500]"
3339-EAQNV,1,No,0,69,6156,,"(60, 70]","(6000, 6500]"
0921-OHLVP,1,No,0,59,5357,,"(50, 60]","(5000, 5500]"
8350-NYMVI,1,No,0,42,3618,,"(40, 50]","(3500, 4000]"
1600-DILPE,1,No,0,35,4998,,"(30, 40]","(4500, 5000]"
0536-ESJEP,1,No,0,59,4544,,"(50, 60]","(4500, 5000]"
4654-GGUII,1,No,0,48,4624,,"(40, 50]","(4500, 5000]"
6478-HRRCZ,1,No,0,61,5870,,"(60, 70]","(5500, 6000]"
8510-BBWMU,1,No,0,39,5678,,"(30, 40]","(5500, 6000]"
6857-TKDJV,1,No,0,62,4444,,"(60, 70]","(4000, 4500]"
2360-RDGRO,1,No,0,70,5089,,"(60, 70]","(5000, 5500]"
0584-BJQGZ,1,No,0,63,4855,,"(60, 70]","(4500, 5000]"
1360-XFJMR,1,No,0,24,4017,,"(20, 30]","(4000, 4500]"
5730-RIITO,1,No,0,79,4757,,"(70, 80]","(4500, 5000]"
9058-MJLZC,1,No,0,42,3667,,"(40, 50]","(3500, 4000]"
0902-XKXPN,1,No,0,78,5463,,"(70, 80]","(5000, 5500]"
5177-RVZNU,1,No,0,43,4186,,"(40, 50]","(4000, 4500]"
0056-EPFBG,1,No,0,29,3899,,"(20, 30]","(3500, 4000]"
8993-IZEUX,1,No,0,20,4320,,"(10, 20]","(4000, 4500]"
8190-ZTQFB,1,No,0,59,5622,,"(50, 60]","(5500, 6000]"
0931-MHTEM,1,No,0,69,4478,,"(60, 70]","(4000, 4500]"
7515-LODFU,1,No,0,21,4042,,"(20, 30]","(4000, 4500]"
0440-UEDAI,1,No,0,64,5452,,"(60, 70]","(5000, 5500]"
1337-BOZWO,1,No,0,35,4003,,"(30, 40]","(4000, 4500]"
0868-VJRDR,1,No,0,36,4337,,"(30, 40]","(4000, 4500]"
6344-SFJVH,1,No,0,20,5942,,"(10, 20]","(5500, 6000]"
3950-VPYJB,1,No,0,28,4778,,"(20, 30]","(4500, 5000]"
8041-TMEID,1,No,0,49,6453,,"(40, 50]","(6000, 6500]"
7321-ZNSLA,1,No,0,27,2898,,"(20, 30]","(2500, 3000]"
6941-KXRRV,1,No,0,49,4815,,"(40, 50]","(4500, 5000]"
8727-JQFHV,1,No,0,68,4937,,"(60, 70]","(4500, 5000]"
9475-NNDGC,1,No,0,75,4068,,"(70, 80]","(4000, 4500]"
1355-KUSBG,1,No,0,51,4785,,"(50, 60]","(4500, 5000]"
3688-FTHLT,1,No,0,73,3214,,"(70, 80]","(3000, 3500]"
0899-LIIBW,1,No,0,76,5891,,"(70, 80]","(5500, 6000]"
1384-RCUXW,1,No,0,24,5183,,"(20, 30]","(5000, 5500]"
5825-XJOCM,1,No,0,45,2545,,"(40, 50]","(2500, 3000]"
6848-YLDFR,1,No,0,46,4559,,"(40, 50]","(4500, 5000]"
8125-QPFJD,1,No,0,65,4447,,"(60, 70]","(4000, 4500]"
2320-YKQBO,1,No,0,57,4764,,"(50, 60]","(4500, 5000]"
4973-RLZVI,1,No,0,59,5616,,"(50, 60]","(5500, 6000]"
7869-ZYDST,1,No,0,59,5841,,"(50, 60]","(5500, 6000]"
4501-UYKBC,1,No,0,30,3856,,"(20, 30]","(3500, 4000]"
1215-EXRMO,1,No,0,78,4745,,"(70, 80]","(4500, 5000]"
2305-MRGLV,1,No,0,71,2085,,"(70, 80]","(2000, 2500]"
8404-VIOMB,1,No,0,57,4165,,"(50, 60]","(4000, 4500]"
2359-KLTEK,1,No,0,53,3539,,"(50, 60]","(3500, 4000]"
5304-EFJLP,1,No,0,36,4406,,"(30, 40]","(4000, 4500]"
2673-ZALNP,1,No,0,46,2750,,"(40, 50]","(2500, 3000]"
9184-GALIL,1,No,0,43,5587,,"(40, 50]","(5500, 6000]"
4393-RYCRE,1,No,0,60,4588,,"(50, 60]","(4500, 5000]"
9746-MDMBK,1,No,0,35,3729,,"(30, 40]","(3500, 4000]"
3162-ZJZFU,1,No,0,27,4700,,"(20, 30]","(4500, 5000]"
8404-GFGCZ,1,No,0,44,4552,,"(40, 50]","(4500, 5000]"
8875-AKBYH,1,No,0,70,4915,,"(60, 70]","(4500, 5000]"
0533-UCAAU,1,No,0,40,5462,,"(30, 40]","(5000, 5500]"
1394-SUIUH,1,No,0,45,2672,,"(40, 50]","(2500, 3000]"
3521-MNKLV,1,No,0,48,5832,,"(40, 50]","(5500, 6000]"
2533-TIBIX,1,No,0,78,5825,,"(70, 80]","(5500, 6000]"
5092-STPKP,1,No,0,42,5128,,"(40, 50]","(5000, 5500]"
0114-PEGZZ,1,No,0,33,4800,,"(30, 40]","(4500, 5000]"
3359-DSRKA,1,No,0,46,6440,,"(40, 50]","(6000, 6500]"
8639-NHQEI,1,No,0,30,4213,,"(20, 30]","(4000, 4500]"
7161-DFHUF,1,No,0,77,6166,,"(70, 80]","(6000, 6500]"
3720-DBRWL,1,No,0,53,5703,,"(50, 60]","(5500, 6000]"
8565-WUXZU,1,No,0,54,4240,,"(50, 60]","(4000, 4500]"
4994-OBRSZ,1,No,0,33,2045,,"(30, 40]","(2000, 2500]"
0562-FGDCR,1,No,0,25,4703,,"(20, 30]","(4500, 5000]"
2436-QBZFP,1,No,0,25,3288,,"(20, 30]","(3000, 3500]"
3420-YJLQT,1,No,0,24,5965,,"(20, 30]","(5500, 6000]"
6040-CGACY,1,No,0,35,3195,,"(30, 40]","(3000, 3500]"
6582-PLFUU,1,No,0,40,5974,,"(30, 40]","(5500, 6000]"
8242-PDSGJ,1,No,0,60,5840,,"(50, 60]","(5500, 6000]"
0264-CNITK,1,No,0,23,5043,,"(20, 30]","(5000, 5500]"
0089-IIQKO,1,No,0,43,4447,,"(40, 50]","(4000, 4500]"
7839-NUIAA,1,No,0,53,5381,,"(50, 60]","(5000, 5500]"
6075-QMNRR,1,No,0,26,6334,,"(20, 30]","(6000, 6500]"
5966-EMAZU,1,No,0,22,4576,,"(20, 30]","(4500, 5000]"
0440-EKDCF,1,No,0,80,4404,,"(70, 80]","(4000, 4500]"
4774-HHGGS,1,No,0,28,2347,,"(20, 30]","(2000, 2500]"
2055-BFOCC,1,No,0,42,5688,,"(40, 50]","(5500, 6000]"
8180-AKMJV,1,No,0,45,5825,,"(40, 50]","(5500, 6000]"
4298-OYIFC,1,No,0,53,5640,,"(50, 60]","(5500, 6000]"
5566-SOEZD,1,No,0,31,5856,,"(30, 40]","(5500, 6000]"
9842-EFSYY,1,No,0,26,2421,,"(20, 30]","(2000, 2500]"
2272-WUSPA,1,No,0,34,4848,,"(30, 40]","(4500, 5000]"
4584-LBNMK,1,No,0,61,5644,,"(60, 70]","(5500, 6000]"
3898-GUYTS,1,No,0,34,4735,,"(30, 40]","(4500, 5000]"
0930-EHUZA,1,No,0,38,4771,,"(30, 40]","(4500, 5000]"
9975-SKRNR,1,No,0,69,4480,,"(60, 70]","(4000, 4500]"
3703-KBKZP,1,No,0,47,5111,,"(40, 50]","(5000, 5500]"
4973-MGTON,1,No,0,21,5619,,"(20, 30]","(5500, 6000]"
3682-YEUWS,1,No,0,54,4458,,"(50, 60]","(4000, 4500]"
1223-UNPKS,1,No,0,24,4328,,"(20, 30]","(4000, 4500]"
3446-QDSZF,1,No,0,66,2328,,"(60, 70]","(2000, 2500]"
5117-IFGPS,1,No,0,67,2217,,"(60, 70]","(2000, 2500]"
7379-FNIUJ,1,No,0,23,4855,,"(20, 30]","(4500, 5000]"
1627-AFWVJ,1,No,0,35,2265,,"(30, 40]","(2000, 2500]"
4486-EFAEB,1,No,0,54,2486,,"(50, 60]","(2000, 2500]"
0060-FUALY,1,No,0,26,5238,,"(20, 30]","(5000, 5500]"
6954-OOYZZ,1,No,0,44,2935,,"(40, 50]","(2500, 3000]"
7088-FBAWU,1,No,0,22,4451,,"(20, 30]","(4000, 4500]"
8313-AFGBW,1,No,0,51,4795,,"(50, 60]","(4500, 5000]"
3097-IDVPU,1,No,0,76,5749,,"(70, 80]","(5500, 6000]"
2197-OMWGI,1,No,0,31,5583,,"(30, 40]","(5500, 6000]"
2303-PJYHN,1,No,0,80,4107,,"(70, 80]","(4000, 4500]"
9795-VOWON,1,No,0,26,4665,,"(20, 30]","(4500, 5000]"
1237-WIYYZ,1,No,0,28,2386,,"(20, 30]","(2000, 2500]"
1987-AUELQ,1,No,0,52,6334,,"(50, 60]","(6000, 6500]"
7852-LECYP,1,No,0,43,5870,,"(40, 50]","(5500, 6000]"
4822-LPTYJ,1,No,0,45,4655,,"(40, 50]","(4500, 5000]"
8165-CBKXO,1,No,0,46,5748,,"(40, 50]","(5500, 6000]"
6527-PZFPV,1,No,0,48,4654,,"(40, 50]","(4500, 5000]"
9593-CVZKR,1,No,0,52,5577,,"(50, 60]","(5500, 6000]"
8595-SIZNC,1,No,0,75,2628,,"(70, 80]","(2500, 3000]"
5236-XMZJY,1,No,0,80,3048,,"(70, 80]","(3000, 3500]"
4827-DPADN,1,No,0,61,4505,,"(60, 70]","(4500, 5000]"
2694-CIUMO,1,No,0,62,3445,,"(60, 70]","(3000, 3500]"
5846-ABOBJ,1,No,0,72,4766,,"(70, 80]","(4500, 5000]"
1439-LCGVL,1,No,0,39,3656,,"(30, 40]","(3500, 4000]"
0909-SDHNU,1,No,0,56,4236,,"(50, 60]","(4000, 4500]"
4647-XXZAM,1,No,0,51,5450,,"(50, 60]","(5000, 5500]"
7740-KKCXF,1,No,0,21,5045,,"(20, 30]","(5000, 5500]"
5360-XGYAZ,1,No,0,47,4934,,"(40, 50]","(4500, 5000]"
3557-HTYWR,1,No,0,75,2831,,"(70, 80]","(2500, 3000]"
8920-NAVAY,1,No,0,43,5166,,"(40, 50]","(5000, 5500]"
1699-TLDLZ,1,No,0,43,5293,,"(40, 50]","(5000, 5500]"
5600-PDUJF,1,No,0,75,5552,,"(70, 80]","(5500, 6000]"
0567-XRHCU,1,No,0,73,4479,,"(70, 80]","(4000, 4500]"
2067-QYTCF,1,No,0,55,5455,,"(50, 60]","(5000, 5500]"
7407-SUJIZ,1,No,0,50,2305,,"(40, 50]","(2000, 2500]"
9150-KPBJQ,1,No,0,27,3945,,"(20, 30]","(3500, 4000]"
0052-DCKON,1,No,0,42,5845,,"(40, 50]","(5500, 6000]"
3654-ARMGP,1,No,0,79,4730,,"(70, 80]","(4500, 5000]"
9699-UBQFS,1,No,0,32,4745,,"(30, 40]","(4500, 5000]"
9367-TCUYN,1,No,0,32,5179,,"(30, 40]","(5000, 5500]"
1261-FWTTE,1,No,0,67,2307,,"(60, 70]","(2000, 2500]"
3528-HFRIQ,1,No,0,51,5491,,"(50, 60]","(5000, 5500]"
0708-SJDIS,1,No,0,55,5567,,"(50, 60]","(5500, 6000]"
2073-QBVBI,1,No,0,80,2954,,"(70, 80]","(2500, 3000]"
6928-ONTRW,1,No,0,33,5451,,"(30, 40]","(5000, 5500]"
3320-VEOYC,1,No,0,78,3502,,"(70, 80]","(3500, 4000]"
5231-FIQPA,1,No,0,40,3523,,"(30, 40]","(3500, 4000]"
6617-WLBQC,1,No,0,80,5939,,"(70, 80]","(5500, 6000]"
2599-CIPQE,1,No,0,61,5737,,"(60, 70]","(5500, 6000]"
8774-GSBUN,1,No,0,46,6011,,"(40, 50]","(6000, 6500]"
7326-RIGQZ,1,No,0,62,2651,,"(60, 70]","(2500, 3000]"
1401-FTHFQ,1,No,0,62,2170,,"(60, 70]","(2000, 2500]"
0254-FNMCI,1,No,0,37,5234,,"(30, 40]","(5000, 5500]"
1848-LBZHY,1,No,0,42,2547,,"(40, 50]","(2500, 3000]"
8118-TJAFG,1,No,0,60,2757,,"(50, 60]","(2500, 3000]"
5429-LWCMV,1,No,0,80,4041,,"(70, 80]","(4000, 4500]"
7298-IZWLY,1,No,0,25,2742,,"(20, 30]","(2500, 3000]"
9758-MFWGD,1,No,0,49,2617,,"(40, 50]","(2500, 3000]"
3955-JBZZM,1,No,0,80,2317,,"(70, 80]","(2000, 2500]"
4815-TUMEQ,1,No,0,38,4190,,"(30, 40]","(4000, 4500]"
9909-IDLEK,1,No,0,26,3222,,"(20, 30]","(3000, 3500]"
4092-OFQZS,1,No,0,40,4147,,"(30, 40]","(4000, 4500]"
1561-BWHIN,1,No,0,27,4464,,"(20, 30]","(4000, 4500]"
9927-DSWDF,1,No,0,68,2429,,"(60, 70]","(2000, 2500]"
9500-LTVBP,1,No,0,31,3999,,"(30, 40]","(3500, 4000]"
7252-NTGSS,1,No,0,48,4131,,"(40, 50]","(4000, 4500]"
8149-AIQCG,1,No,0,62,3271,,"(60, 70]","(3000, 3500]"
1360-JYXKQ,1,No,0,54,4118,,"(50, 60]","(4000, 4500]"
0899-WZRSD,1,No,0,31,5680,,"(30, 40]","(5500, 6000]"
3255-GRXMG,1,No,0,75,4403,,"(70, 80]","(4000, 4500]"
4828-FAZPK,1,No,0,65,3855,,"(60, 70]","(3500, 4000]"
6094-ZIVKX,1,No,0,45,6309,,"(40, 50]","(6000, 6500]"
6925-BAYGL,1,No,0,70,5295,,"(60, 70]","(5000, 5500]"
3262-EIDHV,1,No,0,49,6375,,"(40, 50]","(6000, 6500]"
7354-OIJLX,1,No,0,70,5212,,"(60, 70]","(5000, 5500]"
1376-HHBDV,1,No,0,71,4864,,"(70, 80]","(4500, 5000]"
6133-OZILE,1,No,0,32,5381,,"(30, 40]","(5000, 5500]"
4135-FRWKJ,1,No,0,42,4319,,"(40, 50]","(4000, 4500]"
6551-ZCOTS,1,No,0,52,5756,,"(50, 60]","(5500, 6000]"
7191-ADRGF,1,No,0,64,3222,,"(60, 70]","(3000, 3500]"
5018-LXQQG,1,No,0,80,4631,,"(70, 80]","(4500, 5000]"
6892-BOGQE,1,No,0,53,4030,,"(50, 60]","(4000, 4500]"
1746-TGTWV,1,No,0,70,3514,,"(60, 70]","(3500, 4000]"
