CustomerID,Count,Gender,Senior Citizen,Partner,Dependents
3694-DELSO,1,Male,No,Yes,Yes
3893-JRNFS,1,Male,No,No,No
9603-OAIHC,1,Male,Yes,No,No
1133-KXCGE,1,Female,No,No,No
0142-GVYSN,1,Male,No,No,No
1049-FYSYG,1,Female,No,Yes,No
8406-LNMHF,1,Male,Yes,Yes,No
1821-BUCWY,1,Male,No,No,No
0023-UYUPN,1,Female,Yes,Yes,No
8314-DPQHL,1,Male,No,No,No
1465-WCZVT,1,Female,No,Yes,Yes
9481-SFCQY,1,Female,No,No,Yes
6360-SVNWV,1,Female,Yes,No,No
0567-GGCAC,1,Female,No,No,No
8884-MRNSU,1,Male,No,Yes,No
2171-UDMFD,1,Male,No,Yes,Yes
9050-IKDZA,1,Female,Yes,No,No
9802-CAQUT,1,Female,No,Yes,Yes
0187-WZNAB,1,Female,No,Yes,Yes
1475-VWVDO,1,Male,No,No,No
1357-MVDOZ,1,Male,No,Yes,Yes
7602-MVRMB,1,Female,No,Yes,Yes
1197-BVMVG,1,Female,Yes,No,No
5406-KGRMX,1,Female,No,No,No
5968-HYJRZ,1,Male,No,Yes,Yes
5198-EFNBM,1,Male,Yes,Yes,No
7516-GMHUV,1,Male,Yes,Yes,No
7140-ADSMJ,1,Male,No,No,No
2230-XTUWL,1,Female,No,Yes,Yes
7706-YLMQA,1,Female,No,No,No
2585-KTFRE,1,Male,No,No,Yes
7994-UYIVZ,1,Male,No,Yes,No
7717-BICXI,1,Male,No,Yes,Yes
6559-RAKOZ,1,Male,No,Yes,Yes
4716-MRVEN,1,Female,No,No,No
2143-LJULT,1,Female,No,Yes,No
3200-MNQTF,1,Male,No,Yes,No
6164-HXUGH,1,Female,No,Yes,Yes
5630-IXDXV,1,Female,No,No,No
0320-DWVTU,1,Female,No,No,No
9135-MGVPY,1,Male,No,Yes,No
1212-GLHMD,1,Male,No,No,No
7878-JGDKK,1,Male,No,No,No
1088-AUUZZ,1,Male,No,Yes,Yes
6614-YWYSC,1,Male,Yes,Yes,No
9588-OZDMQ,1,Female,No,Yes,No
6476-EPYZR,1,Male,No,Yes,Yes
1174-FGIFN,1,Female,No,Yes,Yes
6620-HVDUJ,1,Male,No,No,No
1032-MAELW,1,Female,No,Yes,Yes
7641-TQFHN,1,Male,No,No,Yes
1552-TKMXS,1,Female,No,Yes,No
8622-ZLFKO,1,Female,No,Yes,No
6188-UXBBR,1,Female,No,Yes,No
2333-KWEWW,1,Male,No,No,No
5702-SKUOB,1,Female,No,Yes,No
1134-YWTYF,1,Male,No,Yes,No
6061-GWWAV,1,Male,No,No,Yes
0679-TDGAK,1,Male,No,Yes,Yes
6585-WCEWR,1,Male,No,Yes,Yes
9067-YGSCA,1,Female,No,No,No
9067-SQTNS,1,Male,No,Yes,Yes
1776-SPBWV,1,Female,No,Yes,Yes
8735-SDUFN,1,Female,Yes,Yes,No
9668-PUGNU,1,Male,No,Yes,No
9405-GPBBG,1,Female,No,No,No
1926-QUZNN,1,Female,No,Yes,No
7016-NVRIC,1,Male,Yes,Yes,No
5829-NVSQN,1,Female,No,Yes,No
9565-AXSMR,1,Male,No,Yes,Yes
8869-LIHMK,1,Female,No,No,No
0447-RXSGD,1,Male,No,No,No
4927-WWOOZ,1,Male,No,Yes,No
5788-YPOEG,1,Female,No,Yes,Yes
0661-KBKPA,1,Male,No,Yes,Yes
9081-WWXKP,1,Female,No,Yes,Yes
0784-ZQJZX,1,Male,No,No,Yes
3133-PZNSR,1,Male,No,Yes,Yes
0722-SVSFK,1,Female,No,No,No
3612-YVGSJ,1,Female,No,Yes,No
9825-YCXWZ,1,Female,Yes,No,No
5397-NSKQG,1,Male,No,Yes,Yes
8565-HBFNN,1,Male,No,Yes,No
2000-DHJUY,1,Female,Yes,Yes,No
8670-ERCJH,1,Male,No,No,No
7758-UJWYS,1,Male,No,Yes,Yes
2050-ONYDQ,1,Female,No,Yes,Yes
7055-JCGNI,1,Female,No,No,No
0739-UUAJR,1,Female,No,Yes,Yes
4826-DXMUP,1,Male,No,No,Yes
7285-KLOTR,1,Female,No,Yes,No
0654-PQKDW,1,Female,No,Yes,Yes
7175-NTIXE,1,Female,No,No,No
7963-SHNDT,1,Female,No,No,No
9796-BPKIW,1,Male,Yes,No,No
0188-GWFLE,1,Male,No,No,No
8129-GMVGI,1,Female,No,Yes,Yes
2882-DDZPG,1,Female,No,No,No
3547-LQRIK,1,Female,No,Yes,No
9137-NOQKA,1,Male,Yes,No,No
5843-TTHGI,1,Female,No,No,No
1849-RJYIG,1,Female,No,No,No
8868-GAGIO,1,Male,No,Yes,No
4061-UKJWL,1,Male,No,No,No
5380-XPJNZ,1,Female,No,No,No
8263-QMNTJ,1,Male,No,Yes,No
3230-JCNZS,1,Female,No,Yes,Yes
0277-ORXQS,1,Male,No,Yes,Yes
7996-BPXHY,1,Female,No,Yes,Yes
3227-WLKLI,1,Female,No,Yes,Yes
2266-FUBDZ,1,Male,No,Yes,Yes
8237-ULIXL,1,Female,No,Yes,No
8216-AZUUZ,1,Female,No,Yes,Yes
9153-BTBVV,1,Female,No,Yes,No
5186-PEIZU,1,Female,No,No,No
1074-AMIOH,1,Female,No,Yes,Yes
4361-FEBGN,1,Male,No,No,No
7748-UMTRK,1,Female,Yes,No,Yes
0380-ZCSBI,1,Male,No,No,No
7145-FEJWU,1,Female,No,No,Yes
6463-MVYRY,1,Female,Yes,No,No
3969-JQABI,1,Female,No,Yes,No
9624-EGDEQ,1,Female,No,No,No
1051-EQPZR,1,Female,No,Yes,Yes
5849-ASHZJ,1,Male,No,No,Yes
5780-INQIK,1,Female,No,No,No
4526-ZJJTM,1,Female,Yes,Yes,No
8384-FZBJK,1,Female,No,Yes,Yes
3750-RNQKR,1,Female,No,No,No
0962-CQPWQ,1,Female,No,Yes,Yes
3096-YXENJ,1,Female,No,Yes,No
1265-BCFEO,1,Female,No,Yes,No
5837-LXSDN,1,Female,No,Yes,Yes
5945-AZYHT,1,Male,No,Yes,No
8325-QRPZR,1,Female,No,No,No
6384-VMJHP,1,Female,No,No,No
2262-SLNVK,1,Female,No,No,No
7730-CLDSV,1,Female,No,Yes,Yes
1135-HIORI,1,Female,No,Yes,Yes
0164-APGRB,1,Female,No,No,No
6481-ESCNL,1,Female,No,No,No
1790-NESIO,1,Female,No,No,No
1550-EENBN,1,Female,No,No,No
8198-RKSZG,1,Female,No,Yes,Yes
9297-EONCV,1,Female,No,No,No
1069-QJOEE,1,Male,No,Yes,Yes
7799-DSEWS,1,Male,No,No,No
8766-PAFNE,1,Male,No,Yes,No
5315-CKEQK,1,Male,Yes,Yes,Yes
3130-ICDUP,1,Female,No,No,Yes
0820-FNRNX,1,Male,No,Yes,Yes
0880-FVFWF,1,Male,No,No,No
4611-ANLQC,1,Female,No,Yes,No
4213-HKBJO,1,Female,No,No,No
2792-LSHWX,1,Female,No,No,No
0014-BMAQU,1,Male,No,Yes,No
9018-PCIOK,1,Female,No,No,No
4837-QUSFT,1,Female,No,Yes,No
9953-ZMKSM,1,Male,No,No,No
0907-HQNTS,1,Female,Yes,Yes,No
7665-NKLAV,1,Female,No,Yes,Yes
4391-LNRXK,1,Male,No,No,No
8250-ZNGGW,1,Female,Yes,No,No
8562-GHPPI,1,Female,No,No,No
5893-PYOLZ,1,Male,No,No,No
4986-MXSFP,1,Female,No,No,No
6131-FOYAS,1,Male,No,No,No
3027-YNWZU,1,Female,No,Yes,No
5609-IMCGG,1,Female,No,No,No
4727-MCYZG,1,Male,No,No,No
9481-WHGWY,1,Female,No,Yes,Yes
4328-VUFWD,1,Female,No,No,No
3301-LSLWQ,1,Female,No,No,No
7473-ZBDSN,1,Female,No,Yes,Yes
3166-PNEOF,1,Female,No,No,No
5639-NTUPK,1,Male,No,No,Yes
8780-YRMTT,1,Female,No,No,No
5140-FOMCQ,1,Female,No,Yes,No
6242-SGYTS,1,Male,No,Yes,Yes
8166-ORCHU,1,Male,Yes,Yes,No
8414-OOEEL,1,Male,No,No,Yes
8454-AATJP,1,Female,No,No,No
4531-AUZNK,1,Female,No,Yes,Yes
4191-XOVOM,1,Male,No,No,No
2150-OEGBV,1,Male,No,No,No
1855-CFULU,1,Female,Yes,No,No
4878-BUNFV,1,Male,No,Yes,Yes
1872-EBWSC,1,Female,No,No,No
7026-YMSBE,1,Male,No,No,No
6997-UVGOX,1,Male,No,Yes,Yes
9674-EHPPG,1,Male,No,Yes,No
5440-VHLUL,1,Male,No,No,No
5781-BKHOP,1,Female,No,Yes,No
5213-TWWJU,1,Male,No,No,No
8628-MFKAX,1,Female,Yes,Yes,No
7629-WIXZF,1,Female,No,No,No
5445-GLVOT,1,Female,No,No,No
3976-HXHCE,1,Male,No,No,No
2466-NEJOJ,1,Male,No,Yes,Yes
0254-KCJGT,1,Male,No,Yes,No
5472-CVMDX,1,Female,No,No,No
6461-SZMCV,1,Female,No,Yes,No
8150-QUDFX,1,Male,No,No,No
9508-ILZDG,1,Female,Yes,No,No
2346-DJQTB,1,Female,No,No,No
1697-LYYYX,1,Female,No,Yes,Yes
1942-OQFRW,1,Male,No,No,No
9640-ZSLDC,1,Female,No,Yes,Yes
4231-LZUYM,1,Female,No,Yes,No
6128-AQBMT,1,Male,Yes,Yes,No
3594-BDSOA,1,Female,No,Yes,No
5133-VRSAB,1,Male,No,No,No
5996-DAOQL,1,Male,No,No,No
6838-YAUVY,1,Female,No,No,No
0484-JPBRU,1,Male,No,No,No
7883-ROJOC,1,Female,No,Yes,No
0244-LGNFY,1,Female,No,Yes,Yes
7274-CGTOD,1,Male,No,No,No
4295-YURET,1,Female,Yes,Yes,Yes
4635-EJYPD,1,Male,No,Yes,Yes
1866-ZSLJM,1,Male,No,No,No
4636-TVXVG,1,Male,No,Yes,Yes
4236-UJPWO,1,Female,No,No,No
9392-XBGTD,1,Male,No,No,Yes
6402-SSEJG,1,Female,No,No,No
1169-SAOCL,1,Male,No,No,No
1110-KYLGQ,1,Female,No,No,No
9929-PLVPA,1,Female,No,No,Yes
3518-PZXZQ,1,Female,No,Yes,No
2371-JUNGC,1,Male,No,No,No
7693-QPEFS,1,Male,Yes,No,No
0924-BJCRC,1,Female,Yes,Yes,No
5074-FBGHB,1,Male,No,No,No
2351-BKRZW,1,Female,No,Yes,Yes
4455-BFSPD,1,Female,No,Yes,No
3948-KXDUF,1,Male,No,No,No
2323-ARSVR,1,Male,No,Yes,No
0815-MFZGM,1,Female,No,Yes,No
5480-XTFFL,1,Female,No,Yes,Yes
8295-FHIVV,1,Male,No,No,No
9086-YJYXS,1,Male,No,Yes,Yes
1179-INLAT,1,Male,No,No,No
7909-FIOIY,1,Female,No,Yes,Yes
6351-SCJKT,1,Male,No,No,No
5468-BPMMO,1,Male,No,Yes,No
0197-PNKNK,1,Female,No,Yes,Yes
2439-QKJUL,1,Male,No,No,No
1194-SPVSP,1,Male,No,No,No
9534-NSXEM,1,Male,No,No,No
8929-KSWIH,1,Male,No,No,No
2250-IVBWA,1,Male,No,Yes,Yes
1810-MVMAI,1,Male,No,Yes,Yes
9506-UXUSK,1,Male,No,No,No
1229-RCALF,1,Female,No,Yes,No
3572-UOLYZ,1,Female,No,No,Yes
1429-UYJSV,1,Female,No,No,No
6366-XIVKZ,1,Female,No,Yes,Yes
3470-OBUET,1,Female,No,Yes,Yes
2770-NSVDG,1,Male,No,Yes,No
9375-MHRRS,1,Male,No,No,No
4860-YZGZM,1,Male,No,No,No
6599-GZWCM,1,Female,No,No,No
5533-NHFRF,1,Male,Yes,No,No
7037-MTYVW,1,Male,No,Yes,Yes
4760-THGOT,1,Female,No,Yes,No
4016-BJKTZ,1,Female,No,No,No
6584-VQMYT,1,Male,No,No,Yes
9838-BFCQT,1,Male,No,Yes,Yes
2790-XUYMV,1,Male,No,No,Yes
0581-MDMPW,1,Female,No,No,No
1023-BQXZE,1,Male,No,No,No
9163-GHAYE,1,Female,No,No,No
3904-UKFRE,1,Male,No,No,No
5353-WILCI,1,Female,No,No,No
0058-EVZWM,1,Female,No,Yes,No
7009-PCARS,1,Male,No,No,Yes
0519-DRGTI,1,Female,No,Yes,Yes
1017-FBQMM,1,Female,No,Yes,Yes
1985-MBRYP,1,Female,No,No,No
9372-TXXPS,1,Female,No,Yes,No
3259-QMXUN,1,Male,No,Yes,No
1015-JPFYW,1,Male,No,No,Yes
6645-MXQJT,1,Male,No,Yes,Yes
4360-QRAVE,1,Male,Yes,No,No
8433-WPJTV,1,Female,Yes,Yes,Yes
5804-JMYIO,1,Female,No,Yes,Yes
6484-LATFU,1,Male,No,No,No
7599-NTMDP,1,Female,No,Yes,Yes
0536-ACXIP,1,Female,No,Yes,No
0936-NQLJU,1,Female,No,Yes,No
1575-KRZZE,1,Female,No,No,No
3251-YMVWZ,1,Male,No,No,No
4884-LEVMQ,1,Male,No,Yes,No
8857-CUPFQ,1,Male,No,Yes,No
7610-TVOPG,1,Male,No,No,No
3638-DIMPH,1,Female,No,Yes,No
1845-ZLLIG,1,Male,No,No,No
8559-WNQZS,1,Male,No,No,No
1699-UOTXU,1,Male,No,No,No
0635-WKOLD,1,Male,No,Yes,No
5993-JSUWV,1,Female,No,No,No
4518-FZBSX,1,Male,No,Yes,Yes
5387-ASZNZ,1,Female,Yes,No,No
6988-CJEYV,1,Male,No,No,No
3097-FQTVJ,1,Female,No,No,No
5465-BUBFA,1,Female,No,Yes,Yes
7299-GNVPL,1,Female,No,Yes,Yes
9743-DQKQW,1,Male,No,No,No
1215-VFYVK,1,Female,No,No,No
9371-BITHB,1,Female,No,Yes,Yes
9093-FPDLG,1,Female,No,No,No
0541-FITGH,1,Female,No,Yes,No
6985-HAYWX,1,Female,No,Yes,No
7508-KBIMB,1,Male,No,Yes,Yes
6838-HVLXG,1,Female,No,No,No
2277-DJJDL,1,Male,Yes,Yes,No
1897-OKVMW,1,Female,No,Yes,Yes
5485-ITNPC,1,Male,No,Yes,No
0233-FTHAV,1,Female,No,No,No
4644-PIZRT,1,Male,No,Yes,Yes
8922-NPKBJ,1,Male,No,Yes,Yes
2740-TVLFN,1,Male,No,No,No
7771-CFQRQ,1,Female,No,Yes,Yes
9512-PHSMG,1,Female,No,Yes,No
6963-EZQEE,1,Male,Yes,Yes,No
2452-KDRRH,1,Male,Yes,No,No
4146-SVFUD,1,Male,No,No,No
1564-HJUVY,1,Male,No,No,No
3617-XLSGQ,1,Female,No,Yes,Yes
7517-LDMPS,1,Female,No,No,No
7244-KXYZN,1,Female,No,No,No
5226-NOZFC,1,Male,No,No,No
1400-WIVLL,1,Male,No,Yes,No
8148-NLEGT,1,Female,No,Yes,Yes
8347-GDTMP,1,Female,No,Yes,No
6746-WAUWT,1,Male,No,No,No
0428-IKYCP,1,Male,No,Yes,No
2187-PKZAY,1,Male,No,No,No
4003-OCTMP,1,Female,No,Yes,No
6652-YFFJO,1,Female,No,No,No
7225-IILWY,1,Male,No,Yes,Yes
5248-RPYWW,1,Female,Yes,Yes,Yes
7923-IYJWY,1,Male,Yes,No,No
3170-GWYKC,1,Female,No,No,No
9830-ECLEN,1,Male,No,Yes,Yes
2668-TZSPS,1,Male,No,No,No
7446-SFAOA,1,Female,No,Yes,No
9522-ZSINC,1,Male,No,No,No
8234-GSZYK,1,Male,No,No,No
6505-OZNPG,1,Female,No,No,No
6164-HAQTX,1,Male,No,No,No
7765-LWVVH,1,Female,No,Yes,Yes
1658-TJVOA,1,Female,Yes,No,No
0953-LGOVU,1,Male,No,Yes,Yes
4692-NNQRU,1,Female,No,Yes,No
7742-MYPGI,1,Female,No,Yes,Yes
9619-GSATL,1,Female,No,No,No
5622-UEJFI,1,Female,No,Yes,Yes
0674-DGMAQ,1,Male,Yes,Yes,No
6203-HBZPA,1,Male,No,No,No
0484-FFVBJ,1,Male,No,No,No
0301-FIDRB,1,Female,No,Yes,Yes
4139-JPIAM,1,Male,No,No,No
2181-TIDSV,1,Male,No,Yes,Yes
2761-XECQW,1,Male,Yes,Yes,No
1936-CZAKF,1,Male,No,Yes,No
9453-PATOS,1,Female,No,Yes,No
4402-FTBXC,1,Male,No,No,No
2931-XIQBR,1,Female,No,Yes,Yes
0106-UGRDO,1,Female,No,Yes,No
5542-TBBWB,1,Male,No,No,No
1930-QPBVZ,1,Male,No,Yes,Yes
2606-PKWJB,1,Male,No,No,Yes
5322-ZSMZY,1,Male,No,Yes,Yes
8059-UDZFY,1,Female,Yes,No,Yes
7740-BTPUX,1,Male,Yes,Yes,No
5220-AGAAX,1,Male,No,Yes,Yes
0208-BPQEJ,1,Female,No,Yes,Yes
9435-JMLSX,1,Male,No,Yes,No
3352-ALMCK,1,Male,No,No,No
5312-IRCFR,1,Female,No,Yes,Yes
5294-IMHHT,1,Male,No,Yes,No
6176-YJWAS,1,Male,No,Yes,No
5310-NOOVA,1,Male,No,No,No
4526-EXKKN,1,Male,No,No,No
5311-IHLEI,1,Male,No,No,No
3987-KQDDU,1,Male,No,No,No
3404-JNXAX,1,Female,No,Yes,Yes
5131-PONJI,1,Male,No,Yes,Yes
3489-VSFRD,1,Female,No,No,No
3345-JHUEO,1,Male,No,No,No
5815-HGGHV,1,Male,No,Yes,No
5260-UMPWX,1,Female,No,Yes,Yes
5649-RXQTV,1,Male,No,No,No
2674-MIAHT,1,Female,No,No,No
2576-HXMPA,1,Female,No,No,No
7587-AOVVU,1,Male,No,Yes,Yes
6898-MDLZW,1,Male,No,No,No
4707-YNOQA,1,Female,No,Yes,Yes
9357-UJRUN,1,Male,No,Yes,No
8648-PFRMP,1,Female,Yes,No,No
7663-CUXZB,1,Male,No,Yes,No
0258-NOKBL,1,Male,No,No,No
1163-VIPRI,1,Female,No,Yes,Yes
9348-ROUAI,1,Female,No,Yes,Yes
9443-JUBUO,1,Male,No,Yes,Yes
3043-TYBNO,1,Male,No,No,No
4830-FAXFM,1,Male,No,No,Yes
5906-BFOZT,1,Male,No,No,No
2960-NKRSO,1,Male,No,No,No
8996-ZROXE,1,Male,Yes,No,No
5598-IKHQQ,1,Female,No,No,No
0397-ZXWQF,1,Male,No,No,No
5266-PFRQK,1,Male,No,Yes,Yes
4674-HGNUA,1,Male,No,Yes,Yes
6765-MBQNU,1,Female,No,Yes,No
9786-IJYDL,1,Female,No,No,No
1303-SRDOK,1,Female,No,Yes,Yes
3769-MHZNV,1,Female,No,Yes,Yes
6295-OSINB,1,Male,No,Yes,No
3308-MHOOC,1,Male,No,No,Yes
2207-QPJED,1,Female,Yes,Yes,No
4177-JPDFU,1,Male,No,No,No
2239-CFOUJ,1,Male,No,Yes,Yes
8046-DNVTL,1,Male,No,Yes,No
2209-XADXF,1,Female,No,No,No
6620-JDYNW,1,Female,No,No,No
4770-UEZOX,1,Male,No,No,No
1038-RQOST,1,Male,No,Yes,Yes
4568-TTZRT,1,Male,No,No,No
9513-DXHDA,1,Male,No,No,No
0516-QREYC,1,Female,Yes,No,No
8084-OIVBS,1,Female,No,No,No
8896-BQTTI,1,Male,No,No,No
3865-QBWSJ,1,Male,Yes,No,Yes
3352-RICWQ,1,Female,No,Yes,Yes
2160-GPFXD,1,Male,No,Yes,Yes
2065-MMKGR,1,Female,No,No,No
5857-TYBCJ,1,Male,Yes,Yes,No
1498-NHTLT,1,Male,No,Yes,Yes
1402-PTHGN,1,Female,No,Yes,Yes
4176-RELJR,1,Male,Yes,No,No
5199-FPUSP,1,Male,No,No,Yes
6377-KSLXC,1,Male,No,No,No
1796-JANOW,1,Female,No,No,No
0238-WHBIQ,1,Male,No,Yes,Yes
8735-NBLWT,1,Male,No,No,Yes
6651-RLGGM,1,Male,No,Yes,Yes
1614-JBEBI,1,Female,No,No,No
5696-EXCYS,1,Male,No,No,No
5795-KTGUD,1,Female,No,Yes,No
7924-GJZFI,1,Female,Yes,Yes,No
4702-HDRKD,1,Male,No,No,No
8512-WIWYV,1,Male,No,No,No
5897-ZYEKH,1,Female,Yes,Yes,No
5456-ITGIC,1,Male,Yes,Yes,No
1406-PUQVY,1,Male,No,No,Yes
9114-AAFQH,1,Female,No,Yes,No
8715-KKTFG,1,Female,No,Yes,No
1728-BQDMA,1,Female,No,No,No
5117-ZSMHQ,1,Female,No,Yes,Yes
5151-HQRDG,1,Male,No,Yes,No
0960-HUWBM,1,Male,No,Yes,Yes
6465-GSRCL,1,Female,No,No,Yes
0263-FJTQO,1,Male,No,Yes,Yes
7319-ZNRTR,1,Male,No,Yes,Yes
7503-EPSZW,1,Female,No,Yes,Yes
7089-XXAYG,1,Male,No,Yes,No
8070-AAWZP,1,Male,Yes,Yes,No
1666-JXLKU,1,Female,No,No,No
7855-DIWPO,1,Female,No,No,No
5133-POWUA,1,Male,No,No,No
5652-MSDEY,1,Female,No,No,No
1810-BOHSY,1,Male,No,Yes,No
1784-BXEFA,1,Female,No,No,No
7351-MHQVU,1,Female,No,No,No
9224-VTYID,1,Male,No,Yes,Yes
9500-IWPXQ,1,Female,No,Yes,Yes
5762-TJXGK,1,Female,No,No,No
4504-YOULA,1,Female,No,Yes,Yes
5569-IDSEY,1,Male,No,Yes,No
7284-ZZLOH,1,Male,No,Yes,No
1777-JYQPJ,1,Male,No,No,No
3401-URHDA,1,Male,No,No,No
1599-EAHXY,1,Male,No,Yes,Yes
8631-XVRZL,1,Male,No,No,No
3853-LYGAM,1,Male,No,No,No
5751-USDBL,1,Male,No,Yes,Yes
5680-LQOGP,1,Female,No,No,No
8189-DUKMV,1,Female,No,Yes,No
9931-DCEZH,1,Male,No,No,Yes
1898-JSNDC,1,Female,No,No,No
0315-LVCRK,1,Male,No,No,No
3911-RSNHI,1,Female,No,Yes,No
2410-CIYFZ,1,Male,No,No,Yes
5505-OVWQW,1,Female,No,No,No
7271-AJDTL,1,Female,No,Yes,No
1867-TJHTS,1,Female,No,No,No
6860-YRJZP,1,Male,Yes,No,No
4429-WYGFR,1,Male,No,No,No
2817-LVCPP,1,Female,No,No,No
5038-ETMLM,1,Female,No,Yes,No
5056-FIMPT,1,Female,No,No,Yes
4521-WFJAI,1,Male,No,No,No
6569-KTMDU,1,Female,No,No,No
8809-XKHMD,1,Male,No,Yes,No
0396-YCHWO,1,Male,No,Yes,No
0867-LDTTC,1,Male,No,No,No
9391-DXGGG,1,Female,Yes,No,No
9844-FELAJ,1,Female,Yes,Yes,Yes
2122-SZZZD,1,Male,No,No,No
3148-AOIQT,1,Female,No,Yes,No
8395-ETZKQ,1,Male,Yes,Yes,Yes
6692-YQHXC,1,Male,No,No,No
3889-VWBID,1,Male,No,Yes,Yes
5222-JCXZT,1,Male,No,No,No
9754-CLVZW,1,Female,No,Yes,Yes
2739-CCZMB,1,Male,No,No,Yes
7080-TNUWP,1,Male,No,Yes,No
0496-AHOOK,1,Male,No,Yes,No
8336-TAVKX,1,Female,Yes,Yes,No
2468-SJFLM,1,Male,No,No,No
3181-VTHOE,1,Male,No,Yes,No
7168-HDQHG,1,Female,No,Yes,Yes
4567-AKPIA,1,Female,No,Yes,Yes
7901-HXJVA,1,Male,No,No,No
5924-IFQTT,1,Male,No,Yes,Yes
7968-QUXNS,1,Male,No,No,No
8903-WMRNW,1,Female,No,Yes,No
2452-SNHFZ,1,Female,No,No,No
3629-WEAAM,1,Female,No,No,No
6029-CSMJE,1,Male,No,No,No
7993-NQLJE,1,Male,No,Yes,Yes
9909-DFRJA,1,Female,No,No,No
9099-FTUHS,1,Female,No,No,No
0581-BXBUB,1,Female,Yes,No,No
4962-CHQPW,1,Male,No,No,Yes
9467-ROOLM,1,Female,No,No,No
5150-ITWWB,1,Male,Yes,No,No
2253-KPMNB,1,Female,No,Yes,Yes
1345-ZUKID,1,Male,No,No,No
6429-SHBCB,1,Male,No,No,No
9281-OFDMF,1,Male,Yes,No,No
2603-HVKCG,1,Male,No,No,No
1834-WULEG,1,Male,No,Yes,Yes
9097-ZUBYC,1,Male,No,Yes,No
5148-ORICT,1,Female,No,Yes,No
4893-GYUJU,1,Female,No,No,No
4578-PHJYZ,1,Male,No,Yes,Yes
7272-QDCKA,1,Male,No,No,No
8908-SLFCJ,1,Female,No,No,No
9766-HGEDE,1,Female,No,Yes,No
6968-MHOMU,1,Male,No,Yes,No
5044-XDPYX,1,Female,No,Yes,No
1814-WFGVS,1,Male,No,Yes,Yes
3721-WKIIL,1,Female,No,No,No
6734-CKRSM,1,Female,No,No,No
1265-ZFOSD,1,Female,No,Yes,No
6568-POCUI,1,Female,No,Yes,No
5197-LQXXH,1,Female,No,Yes,No
3457-PQBYH,1,Female,No,Yes,Yes
7682-AZNDK,1,Male,No,Yes,Yes
5384-ZTTWP,1,Female,No,Yes,Yes
3745-HRPHI,1,Male,No,Yes,Yes
7636-OWBPG,1,Male,Yes,No,No
1231-YNDEK,1,Male,No,No,No
1407-DIGZV,1,Female,No,Yes,Yes
0570-BFQHT,1,Female,No,No,No
4393-OBCRR,1,Female,No,No,No
8564-LDKFL,1,Male,No,Yes,No
3696-DFHHB,1,Female,No,No,No
4717-GHADL,1,Female,No,No,No
5501-TVMGM,1,Male,No,No,No
5879-HMFFH,1,Female,No,Yes,No
6772-WFQRD,1,Male,No,No,Yes
3810-DVDQQ,1,Female,No,Yes,Yes
6972-SNKKW,1,Female,No,No,No
3694-GLTJM,1,Female,No,No,No
8550-XSXUQ,1,Male,No,Yes,No
9055-MOJJJ,1,Female,No,Yes,Yes
4359-INNWN,1,Female,No,No,No
0585-EGDDA,1,Male,No,Yes,No
4032-RMHCI,1,Female,No,Yes,Yes
0549-CYCQN,1,Male,Yes,No,No
3481-JHUZH,1,Male,No,Yes,No
3594-IVHJZ,1,Female,No,No,No
6869-FGJJC,1,Male,No,No,No
3896-ZVNET,1,Female,No,Yes,Yes
8205-VSLRB,1,Male,No,Yes,No
5960-MVTUK,1,Male,No,No,No
6817-WTYHE,1,Male,No,No,No
3082-VQXNH,1,Male,No,Yes,No
4931-TRZWN,1,Female,No,No,No
0750-EKNGL,1,Male,No,No,No
7669-LCRSD,1,Male,No,Yes,Yes
3567-PQTSO,1,Male,No,Yes,Yes
8043-PNYSD,1,Male,No,Yes,Yes
9938-EKRGF,1,Female,No,No,No
2703-AMTUL,1,Male,No,Yes,Yes
0928-JMXNP,1,Male,Yes,Yes,No
8173-RXAYP,1,Female,No,Yes,Yes
4825-XJGDM,1,Female,No,No,No
5402-HTOTQ,1,Male,No,No,No
6734-JDTTV,1,Male,No,Yes,Yes
7850-THJMU,1,Female,No,Yes,Yes
3890-RTCMS,1,Male,No,No,No
3717-FDJFU,1,Male,No,No,Yes
3665-JATSN,1,Female,No,No,No
7966-YOTQW,1,Male,No,No,No
8853-TZDGH,1,Female,No,No,No
4324-BZCKL,1,Female,No,Yes,Yes
6924-TDGMT,1,Male,No,Yes,No
1536-YHDOE,1,Male,No,Yes,Yes
8123-QBNAZ,1,Female,No,Yes,Yes
3629-ZNKXA,1,Male,Yes,No,No
4827-LTQRJ,1,Female,Yes,Yes,Yes
7711-YIJWC,1,Male,No,Yes,Yes
5482-VXSXJ,1,Male,No,No,No
7365-BVCJH,1,Male,No,No,No
9620-ENEJV,1,Female,No,No,No
2378-YIZKA,1,Female,No,Yes,Yes
0689-DSXGL,1,Female,No,Yes,Yes
6818-DJXAA,1,Female,No,No,Yes
0464-WJTKO,1,Female,No,Yes,Yes
8902-ZEOVF,1,Male,No,Yes,Yes
6778-EICRF,1,Male,No,Yes,Yes
2662-NNTDK,1,Male,No,No,No
4132-KALRO,1,Female,No,No,No
2874-YXVVA,1,Female,No,No,No
1245-HARPS,1,Female,No,Yes,No
4323-ELYYB,1,Male,No,Yes,Yes
4293-ETKAP,1,Female,No,Yes,Yes
6064-PUPMC,1,Male,No,Yes,Yes
6504-VBLFL,1,Male,No,Yes,No
6322-PJJDJ,1,Male,No,Yes,No
0330-BGYZE,1,Male,No,Yes,No
