ID,Zip Code,Population
3218,91101,3034
3219,91103,8352
3220,91104,5179
3221,91105,5312
3222,91106,10907
3223,91107,6013
3224,91108,7109
3225,91201,10873
3226,91203,7201
3227,91205,13240
3228,91208,12289
3229,91214,12612
3230,91302,5041
3231,91303,5740
3232,91304,6438
3233,91306,3121
3234,91307,6252
3235,91311,14126
3236,91316,14829
3237,91320,3301
3238,91324,12772
3239,91340,9628
3240,91343,2949
3241,91350,6657
3242,91352,11793
3243,91354,7377
3244,91355,8341
3245,91356,7653
3246,91360,5393
3247,91362,14573
3248,91364,6348
3249,91367,11600
3250,91377,14856
3251,91381,8887
3252,91384,9436
3253,91401,3452
3254,91402,7890
3255,91403,5072
3256,91405,9719
3257,91406,4519
3258,91436,2486
3259,91501,9333
3260,91504,11966
3261,91505,9596
3262,91506,3737
3263,91602,6692
3264,91604,6922
3265,91607,4658
3266,91701,13600
3267,91702,11765
3268,91706,4396
3269,91709,8977
3270,91722,5162
3271,91723,7103
3272,91724,13319
3273,91730,2463
3274,91731,11974
3275,91733,6914
3276,91737,11393
3277,91739,7002
3278,91740,9284
3279,91741,8925
3280,91744,9899
3281,91745,9103
3282,91746,10584
3283,91748,13220
3284,91750,2768
3285,91752,8041
3286,91755,3674
3287,91759,5592
3288,91762,14554
3289,91763,9117
3290,91764,12926
3291,91765,12361
3292,91766,14106
3293,91767,2157
3294,91775,5042
3295,91776,12900
3296,91780,3654
3297,91784,8432
3298,91786,11333
3299,91790,2723
3300,91791,10498
3301,91792,12141
3302,91801,10509
3303,91803,12009
3304,91901,7079
3305,91902,14208
3306,91905,14048
3307,91906,12199
3308,91911,13484
3309,91913,13927
3310,91914,9951
3311,91916,13708
3312,91931,8508
3313,91932,13652
3314,91941,3677
3315,91942,5935
3316,91945,5959
3317,91948,11423
3318,91950,13929
3319,91962,9937
3320,91963,11939
3321,91977,11295
3322,91978,8153
3323,91980,12503
3324,92004,2338
3325,92008,11377
3326,92009,8877
3327,92019,9969
3328,92020,8926
3329,92021,2008
3330,92025,5803
3331,92027,4635
3332,92028,6394
3333,92029,5647
3334,92036,8908
3335,92040,3704
3336,92054,6029
3337,92059,14944
3338,92064,8161
3339,92066,4838
3340,92067,13106
3341,92070,12862
3342,92075,9200
3343,92078,8956
3344,92084,11265
3345,92086,8922
3346,92091,10633
3347,92107,11246
3348,92109,3679
3349,92111,6441
3350,92113,8387
3351,92114,14175
3352,92116,11919
3353,92119,11520
3354,92120,8266
3355,92121,11364
3356,92123,5781
3357,92124,12726
3358,92126,7333
3359,92127,6975
3360,92128,14988
3361,92130,6679
3362,92131,13589
3363,92173,10358
3364,92201,11982
3365,92203,8325
3366,92210,4320
3367,92223,8053
3368,92225,6286
3369,92227,12330
3370,92230,8431
3371,92231,14739
3372,92233,7585
3373,92234,11020
3374,92236,12367
3375,92240,14153
3376,92241,6452
3377,92242,8443
3378,92243,11844
3379,92251,11436
3380,92252,10973
3381,92254,12615
3382,92256,7863
3383,92257,10101
3384,92259,11538
3385,92260,9235
3386,92262,10397
3387,92264,5827
3388,92266,6902
3389,92267,9929
3390,92268,11550
3391,92274,2155
3392,92275,12765
3393,92276,5937
3394,92278,9152
3395,92280,7638
3396,92282,3046
3397,92283,4359
3398,92284,2422
3399,92285,4098
3400,92301,6667
3401,92310,7882
3402,92311,6710
3403,92313,12772
3404,92314,8759
3405,92315,10811
3406,92316,5979
3407,92320,7217
3408,92325,3383
3409,92327,7496
3410,92328,7917
3411,92332,2928
3412,92335,6245
3413,92336,4026
3414,92339,5845
3415,92341,5949
3416,92342,11771
3417,92345,14378
3418,92346,4351
3419,92347,2546
3420,92352,8256
3421,92354,11500
3422,92356,8751
3423,92358,2944
3424,92363,4403
3425,92364,4717
3426,92365,10006
3427,92368,3725
3428,92371,2414
3429,92372,6407
3430,92373,8344
3431,92376,7842
3432,92377,4745
3433,92384,8657
3434,92392,3672
3435,92394,7773
3436,92398,10050
3437,92399,4338
3438,92401,11361
3439,92404,11050
3440,92405,6452
3441,92407,5523
3442,92410,3626
3443,92411,13773
3444,92501,3247
3445,92503,2885
3446,92504,9337
3447,92505,7427
3448,92506,12698
3449,92507,7744
3450,92508,3812
3451,92509,9558
3452,92518,2677
3453,92530,5151
3454,92532,3121
3455,92536,10306
3456,92544,8911
3457,92545,3994
3458,92548,9617
3459,92549,13608
3460,92553,4788
3461,92557,14152
3462,92561,13085
3463,92562,12069
3464,92570,13382
3465,92571,5318
3466,92582,5034
3467,92583,2967
3468,92584,3583
3469,92585,9179
3470,92587,3176
3471,92590,12813
3472,92591,6545
3473,92592,10969
3474,92595,2263
3475,92596,7752
3476,92602,9052
3477,92604,3930
3478,92612,4749
3479,92614,13534
3480,92618,2459
3481,92620,3151
3482,92624,9407
3483,92626,10171
3484,92627,14328
3485,92630,14321
3486,92646,8717
3487,92647,10400
3488,92648,7890
3489,92649,10865
3490,92651,9829
3491,92653,6848
3492,92656,13535
3493,92660,8532
3494,92672,3250
3495,92673,5328
3496,92675,13004
3497,92676,10032
3498,92677,8998
3499,92683,2671
3500,92688,4102
3501,92691,5999
3502,92692,6845
3503,92694,12803
3504,92701,2845
3505,92703,7857
3506,92704,2313
3507,92707,4548
3508,92708,12336
3509,92780,14389
3510,92782,12565
3511,92801,14516
3512,92802,11785
3513,92805,11020
3514,92806,4647
3515,92807,6960
3516,92808,3077
3517,92821,7139
3518,92823,7600
3519,92831,7392
3520,92832,3290
3521,92833,8668
3522,92835,6043
3523,92840,13174
3524,92841,7940
3525,92844,3815
3526,92860,7003
3527,92861,2608
3528,92865,4048
3529,92866,7247
3530,92867,14154
3531,92868,6251
3532,92869,12224
3533,92870,7596
3534,92879,7484
3535,92880,10385
3536,92881,3851
3537,92882,12276
3538,92883,9722
3539,92887,12562
3540,93004,7450
3541,93012,9211
3542,93013,2806
3543,93015,8448
3544,93023,10775
3545,93030,13211
3546,93033,9559
3547,93041,7066
3548,93063,8644
3549,93065,6056
3550,93066,5710
3551,93105,10005
3552,93109,5818
3553,93111,10493
3554,93117,7995
3555,93203,12527
3556,93204,5317
3557,93207,2677
3558,93210,3084
3559,93212,12427
3560,93218,10183
3561,93219,8880
3562,93222,14015
3563,93223,9928
3564,93224,2886
3565,93225,4366
3566,93226,6980
3567,93230,4493
3568,93234,14332
3569,93235,14184
3570,93238,2931
3571,93239,6358
3572,93240,10413
3573,93241,2189
3574,93242,11501
3575,93243,5390
3576,93244,6235
3577,93245,7088
3578,93247,14409
3579,93249,3848
3580,93250,14666
3581,93254,8293
3582,93255,3233
3583,93256,10070
3584,93257,9838
3585,93260,6507
3586,93261,8706
3587,93262,11830
3588,93263,12118
3589,93265,3551
3590,93266,2974
3591,93267,14007
3592,93271,3646
3593,93274,13168
3594,93276,7844
3595,93277,8984
3596,93280,9057
3597,93283,11188
3598,93285,6857
3599,93286,14482
3600,93287,8603
3601,93291,11568
3602,93292,2785
3603,93301,2143
3604,93304,4917
3605,93305,13319
3606,93306,9387
3607,93307,13640
3608,93308,9526
3609,93309,11442
3610,93311,11695
3611,93312,4698
3612,93313,3492
3613,93401,5602
3614,93405,13448
3615,93420,3185
3616,93422,2525
3617,93424,14318
3618,93428,8076
3619,93429,14282
3620,93430,10066
3621,93432,10420
3622,93433,5888
3623,93434,3771
3624,93436,10195
3625,93437,11707
3626,93440,7437
3627,93441,2359
3628,93445,5741
3629,93446,2063
3630,93449,7168
3631,93450,7943
3632,93451,10487
3633,93452,8423
3634,93453,12982
3635,93454,11303
3636,93455,8237
3637,93458,13170
3638,93460,9440
3639,93461,6240
3640,93463,11868
3641,93501,5749
3642,93505,6041
3643,93510,13906
3644,93513,5221
3645,93514,12669
3646,93516,4334
3647,93517,8839
3648,93518,7813
3649,93522,13018
3650,93523,14184
3651,93529,9991
3652,93530,13809
3653,93531,5208
3654,93532,10395
3655,93535,11004
3656,93536,5968
3657,93543,6793
3658,93544,2879
3659,93545,8142
3660,93546,10380
3661,93549,10590
3662,93550,14786
3663,93551,4391
3664,93552,6592
3665,93554,10461
3666,93555,12105
3667,93562,13328
3668,93563,10882
3669,93601,5537
3670,93602,13890
3671,93603,4989
3672,93604,14162
3673,93605,10923
3674,93606,11605
3675,93609,13752
3676,93610,2483
3677,93611,4276
3678,93614,3417
3679,93616,3626
3680,93620,4490
3681,93622,8637
3682,93623,7430
3683,93626,5512
3684,93627,5113
3685,93630,2431
3686,93631,14275
3687,93634,6435
3688,93635,14344
3689,93637,5192
3690,93638,13504
3691,93640,3213
3692,93641,6438
3693,93645,6748
3694,93646,8910
3695,93648,3670
3696,93650,14620
3697,93652,5474
3698,93653,8890
3699,93654,14563
3700,93656,4076
3701,93657,7634
3702,93660,3197
3703,93662,3465
3704,93664,11472
3705,93666,10338
3706,93667,11077
3707,93669,2541
3708,93675,10860
3709,93701,14926
3710,93703,13388
3711,93704,2151
3712,93705,3982
3713,93710,10990
3714,93720,14011
3715,93721,8494
3716,93722,13030
3717,93725,7266
3718,93726,11212
3719,93727,14477
3720,93728,5363
3721,93901,2332
3722,93905,6864
3723,93907,11660
3724,93908,14048
3725,93920,5819
3726,93921,5122
3727,93923,6567
3728,93925,9996
3729,93926,6056
3730,93927,3241
3731,93930,13118
3732,93940,10676
3733,93950,7472
3734,93953,7668
3735,93955,9187
3736,93960,13904
3737,93962,9172
3738,94002,6458
3739,94019,2360
3740,94020,6118
3741,94021,5598
3742,94022,6776
3743,94024,3994
3744,94025,14015
3745,94028,6963
3746,94030,13295
3747,94037,7372
3748,94038,11886
3749,94040,11363
3750,94041,9312
3751,94044,4970
3752,94060,8227
3753,94061,11422
3754,94062,7701
3755,94063,12295
3756,94065,7162
3757,94066,9944
3758,94070,13305
3759,94074,7497
3760,94080,3263
3761,94086,13885
3762,94087,4763
3763,94089,8557
3764,94102,9912
3765,94103,5192
3766,94104,13145
3767,94107,13356
3768,94108,10677
3769,94111,12187
3770,94112,4388
3771,94115,2009
3772,94116,4756
3773,94118,13215
3774,94121,14634
3775,94124,2519
3776,94127,5674
3777,94131,14501
3778,94132,9345
3779,94133,7298
3780,94134,10933
3781,94301,7510
3782,94303,2308
3783,94304,2274
3784,94305,6834
3785,94306,14864
3786,94401,10357
3787,94403,14732
3788,94404,2913
3789,94501,5246
3790,94502,5295
3791,94506,5085
3792,94507,8839
3793,94508,11271
3794,94509,5162
3795,94510,2998
3796,94511,4704
3797,94512,4965
3798,94513,9168
3799,94514,14766
3800,94515,5824
3801,94517,8792
3802,94518,7182
3803,94519,12157
3804,94530,3646
3805,94536,11020
3806,94541,9313
3807,94544,9774
3808,94545,6652
3809,94546,9190
3810,94547,10973
3811,94549,8323
3812,94550,11020
3813,94552,11471
3814,94553,6588
3815,94555,6627
3816,94558,4971
3817,94560,7538
3818,94561,4365
3819,94564,2823
3820,94565,7830
3821,94566,14310
3822,94569,11164
3823,94571,3190
3824,94577,14877
3825,94578,12565
3826,94579,6580
3827,94580,11198
3828,94583,10963
3829,94585,14529
3830,94587,14096
3831,94588,10057
3832,94591,14368
3833,94592,5016
3834,94595,12740
3835,94596,8818
3836,94598,6607
3837,94599,14797
3838,94602,5082
3839,94603,11894
3840,94605,3270
3841,94606,4773
3842,94607,7601
3843,94610,9492
3844,94611,6431
3845,94612,13724
3846,94619,7243
3847,94621,2241
3848,94702,4860
3849,94704,7739
3850,94706,11618
3851,94707,8514
3852,94710,12407
3853,94801,10484
3854,94804,9656
3855,94806,4080
3856,94903,4216
3857,94904,5290
3858,94920,12089
3859,94922,6340
3860,94923,6220
3861,94924,13396
3862,94925,13133
3863,94928,10906
3864,94929,9378
3865,94930,14645
3866,94931,3990
3867,94933,11295
3868,94938,14532
3869,94939,6793
3870,94946,14711
3871,94947,7265
3872,94950,13285
3873,94951,2163
3874,94952,8766
3875,94954,13910
3876,94956,11797
3877,94960,8443
3878,94963,3874
3879,94964,8315
3880,94971,11809
3881,94972,4942
3882,94973,9556
3883,95002,13590
3884,95003,2304
3885,95005,13907
3886,95007,6225
3887,95008,4747
3888,95010,9749
3889,95012,8017
3890,95014,14330
3891,95017,5918
3892,95018,8738
3893,95019,10928
3894,95020,3295
3895,95023,8511
3896,95033,12566
3897,95035,4308
3898,95037,7864
3899,95041,8685
3900,95043,2716
3901,95046,13921
3902,95050,2353
3903,95051,13239
3904,95062,4821
3905,95064,5710
3906,95066,13599
3907,95070,14002
3908,95073,12536
3909,95076,10126
3910,95111,9614
3911,95112,12652
3912,95113,5070
3913,95116,9680
3914,95117,7521
3915,95118,7268
3916,95119,10960
3917,95122,6515
3918,95123,6348
3919,95124,4350
3920,95125,14725
3921,95128,13735
3922,95129,4057
3923,95132,12256
3924,95133,7524
3925,95134,14677
3926,95136,7802
3927,95138,5616
3928,95139,8158
3929,95140,11837
3930,95148,12188
3931,95203,10630
3932,95204,14497
3933,95205,8082
3934,95206,4893
3935,95209,2638
3936,95215,4251
3937,95219,8724
3938,95220,5831
3939,95223,2138
3940,95225,9665
3941,95226,13667
3942,95227,4582
3943,95228,9460
3944,95230,6563
3945,95231,4612
3946,95232,7988
3947,95236,5035
3948,95237,2650
3949,95242,14863
3950,95245,10640
3951,95247,13967
3952,95249,3478
3953,95252,3592
3954,95254,5538
3955,95255,11707
3956,95257,6676
3957,95258,7330
3958,95301,7184
3959,95305,5219
3960,95307,14223
3961,95310,3750
3962,95311,14728
3963,95312,5497
3964,95313,14169
3965,95316,7949
3966,95317,8838
3967,95318,3520
3968,95320,7346
3969,95321,8036
3970,95322,3620
3971,95324,10171
3972,95325,3243
3973,95326,12095
3974,95327,4758
3975,95328,3335
3976,95329,10217
3977,95330,6377
3978,95333,9139
3979,95334,9293
3980,95335,5486
3981,95336,6719
3982,95337,10230
3983,95338,7516
3984,95340,5053
3985,95345,8802
3986,95346,7370
3987,95351,11320
3988,95354,5508
3989,95355,10901
3990,95356,8266
3991,95357,10313
3992,95358,9753
3993,95361,5260
3994,95364,13780
3995,95366,5683
3996,95368,2105
3997,95370,14090
3998,95374,4477
3999,95376,6065
4000,95379,6267
4001,95380,12298
4002,95382,8256
4003,95383,14167
4004,95385,3621
4005,95388,4509
4006,95403,11771
4007,95407,11645
4008,95409,11715
4009,95410,12137
4010,95412,5921
4011,95415,7545
4012,95420,6284
4013,95421,6860
4014,95422,4161
4015,95425,4983
4016,95426,8362
4017,95429,2304
4018,95430,8801
4019,95432,9139
4020,95436,7175
4021,95437,6368
4022,95439,10735
4023,95441,5775
4024,95442,2245
4025,95443,12918
4026,95444,7409
4027,95445,10390
4028,95449,13341
4029,95451,7714
4030,95452,9914
4031,95453,6890
4032,95454,12963
4033,95456,3012
4034,95457,10193
4035,95458,10569
4036,95459,7167
4037,95460,10104
4038,95461,7943
4039,95462,4869
4040,95463,11001
4041,95464,6933
4042,95465,14010
4043,95469,10252
4044,95470,6131
4045,95471,8632
4046,95472,12606
4047,95476,5008
4048,95482,9982
4049,95485,9578
4050,95490,6210
4051,95492,10736
4052,95493,6015
4053,95494,13537
4054,95511,9000
4055,95514,8153
4056,95519,4378
4057,95521,7108
4058,95525,11187
4059,95527,8925
4060,95528,12546
4061,95536,10455
4062,95537,9987
4063,95540,13689
4064,95542,5548
4065,95545,9131
4066,95546,4729
4067,95549,3791
4068,95550,12252
4069,95551,12111
4070,95552,9931
4071,95553,4079
4072,95554,9278
4073,95555,2512
4074,95556,9559
4075,95558,7420
4076,95559,13210
4077,95560,6165
4078,95562,4036
4079,95563,9319
4080,95564,12658
4081,95565,4195
4082,95568,4164
4083,95569,3942
4084,95570,5070
4085,95571,11077
4086,95573,3554
4087,95585,4280
4088,95589,9298
4089,95595,7858
4090,95602,3080
4091,95603,9280
4092,95607,9981
4093,95612,7086
4094,95614,7795
4095,95615,7163
4096,95616,13862
4097,95618,8249
4098,95619,4125
4099,95620,9587
4100,95621,34000
4101,95624,61000
4102,95625,7387
4103,95627,6060
4104,95628,14662
4105,95629,9613
4106,95630,79000
4107,95631,13925
4108,95632,11291
4109,95634,3677
4110,95639,10235
4111,95640,2616
4112,95642,8186
4113,95645,4466
4114,95646,11024
4115,95648,14852
4116,95650,14969
4117,95653,10736
4118,95660,36000
4119,95661,32000
4120,95663,12494
4121,95666,6066
4122,95667,8931
4123,95668,10571
4124,95669,6651
4125,95672,11795
4126,95673,9417
4127,95675,5753
4128,95677,13505
4129,95681,14880
4130,95682,4025
4131,95683,8381
4132,95684,14847
4133,95685,8099
4134,95687,68000
4135,95688,12812
4136,95689,2454
4137,95690,3162
4138,95691,28000
4139,95692,7165
4140,95693,4030
4141,95694,5435
4142,95701,5400
4143,95713,10065
4144,95715,12067
4145,95717,14866
4146,95720,14433
4147,95722,13744
4148,95728,10174
4149,95735,3139
4150,95742,6565
4151,95747,11557
4152,95758,6911
4153,95762,13848
4154,95765,5725
4155,95776,9977
4156,95815,3062
4157,95816,12938
4158,95817,4192
4159,95820,13817
4160,95821,31000
4161,95822,44000
4162,95823,78000
4163,95824,4853
4164,95825,33000
4165,95826,2314
4166,95828,63000
4167,95829,10453
4168,95830,11049
4169,95832,13572
4170,95833,35000
4171,95834,12100
4172,95837,7855
4173,95841,7008
4174,95842,10020
4175,95843,45000
4176,95864,5993
4177,95901,38000
4178,95910,9281
4179,95912,14353
4180,95914,12338
4181,95916,2927
4182,95917,2622
4183,95918,13275
4184,95919,12680
4185,95923,8136
4186,95928,36000
4187,95934,4016
4188,95935,10628
4189,95938,13943
4190,95939,7049
4191,95941,12355
4192,95942,14417
4193,95943,10972
4194,95944,14921
4195,95945,4494
4196,95946,3827
4197,95947,9794
4198,95948,9391
4199,95951,9681
4200,95953,7481
4201,95954,6883
4202,95955,4007
4203,95956,11725
4204,95957,7265
4205,95959,7469
4206,95960,13384
4207,95961,4027
4208,95962,10878
4209,95963,14684
4210,95965,9370
4211,95966,21000
4212,95969,4097
4213,95970,3684
4214,95973,14940
4215,95974,8106
4216,95977,9868
4217,95978,9501
4218,95979,7059
4219,95981,8997
4220,95983,12906
4221,95986,9475
4222,95987,10176
4223,95991,42000
4224,95993,9109
4225,96001,31000
4226,96002,28000
4227,96003,44000
4228,96007,12000
4229,96008,6657
4230,96010,12644
4231,96011,8103
4232,96014,5461
4233,96015,12305
4234,96016,9630
4235,96017,14483
4236,96019,5445
4237,96020,10626
4238,96021,3882
4239,96022,14647
4240,96024,3081
4241,96025,14787
4242,96027,5842
4243,96028,12753
4244,96029,4314
4245,96031,12260
4246,96033,11963
4247,96034,14603
4248,96035,12033
4249,96037,8318
4250,96038,13249
4251,96039,4267
4252,96040,9854
4253,96044,10266
4254,96046,9337
4255,96047,6684
4256,96048,10119
4257,96051,10779
4258,96052,7807
4259,96054,4499
4260,96055,8343
4261,96056,10656
4262,96057,9454
4263,96058,6759
4264,96059,5278
4265,96061,12757
4266,96062,13850
4267,96065,5426
4268,96067,6261
4269,96068,6723
4270,96073,3346
4271,96075,12913
4272,96076,2761
4273,96084,6414
4274,96085,3139
4275,96086,6475
4276,96087,5482
4277,96088,13517
4278,96090,6029
4279,96091,10910
4280,96092,14754
4281,96094,7772
4282,96097,2110
4283,96101,13357
4284,96104,12934
4285,96105,8333
4286,96106,13856
4287,96107,6189
4288,96108,7361
4289,96113,14619
4290,96114,3519
4291,96116,7834
4292,96117,8631
4293,96118,11525
4294,96119,2407
4295,96120,12438
4296,96121,8391
4297,96122,2331
4298,96123,13460
4299,96124,3665
4300,96128,10608
4301,96130,17000
4302,96132,3283
4303,96133,3766
4304,96134,10128
4305,96136,6035
4306,96140,4683
4307,96141,9963
4308,96142,7623
4309,96143,6579
4310,96145,7149
4311,96146,10553
4312,90001,3320
4313,90002,7891
4314,90003,7589
4315,90004,9457
4316,90005,7090
4317,90006,14328
4318,90008,2432
4319,90010,10131
4320,90011,5677
4321,90012,10214
4322,90013,9526
4323,90014,9699
4324,90015,3423
4325,90018,6792
4326,90019,12332
4327,90021,14623
4328,90022,7853
4329,90025,9896
4330,90026,8053
4331,90027,10853
4332,90029,5632
4333,90032,3328
4334,90034,4717
4335,90035,6760
4336,90036,7295
4337,90038,7054
4338,90040,7293
4339,90041,12491
4340,90042,2018
4341,90044,9784
4342,90045,9774
4343,90046,9408
4344,90047,4925
4345,90058,5639
4346,90059,5436
4347,90061,4227
4348,90064,2835
4349,90065,8344
4350,90067,10526
4351,90069,11324
4352,90077,8858
4353,90201,13401
4354,90210,7318
4355,90211,11903
4356,90212,10776
4357,90220,12831
4358,90222,12286
4359,90240,4232
4360,90241,8541
4361,90242,4566
4362,90245,9166
4363,90247,14264
4364,90249,6145
4365,90250,12737
4366,90262,2904
4367,90263,8369
4368,90265,5469
4369,90266,2001
4370,90270,2951
4371,90272,6429
4372,90274,6936
4373,90275,10473
4374,90277,14703
4375,90278,11433
4376,90280,12557
4377,90290,7543
4378,90291,2614
4379,90292,6345
4380,90293,11651
4381,90301,13832
4382,90303,13926
4383,90304,3560
4384,90305,12564
4385,90401,11597
4386,90402,2758
4387,90404,6582
4388,90502,11559
4389,90503,11977
4390,90504,8871
4391,90601,14371
4392,90602,2768
4393,90603,12481
4394,90604,3560
4395,90605,11461
4396,90606,14701
4397,90620,2873
4398,90630,12704
4399,90638,3089
4400,90650,10720
4401,90660,9196
4402,90680,12519
4403,90701,10049
4404,90703,4470
4405,90704,9775
4406,90706,5797
4407,90710,2277
4408,90715,10866
4409,90716,3660
4410,90717,3232
4411,90720,11831
4412,90723,14270
4413,90731,13641
4414,90732,5996
4415,90740,3118
4416,90743,14443
4417,90744,5915
4418,90745,2759
4419,90746,10502
4420,90802,5174
4421,90803,2928
4422,90805,5164
4423,90806,13281
4424,90808,2303
4425,90810,6724
4426,90813,10000
4427,90815,6674
4428,90822,6251
4429,91001,8222
4430,91006,12881
4431,91010,8646
4432,91011,10033
4433,91016,8021
4434,91020,9961
4435,91024,12652
4436,91040,5096
4437,91042,3822
4438,91101,13042
4439,91103,2393
4440,91104,4767
4441,91106,13699
4442,91107,12056
4443,91108,5740
4444,91201,12502
4445,91202,10072
4446,91204,13380
4447,91205,6349
4448,91206,13951
4449,91207,4301
4450,91214,4385
4451,91301,7746
4452,91302,9020
4453,91306,5100
4454,91307,4830
4455,91320,6731
4456,91321,8486
4457,91324,7577
4458,91325,5594
4459,91326,8248
4460,91331,8550
4461,91335,4864
4462,91340,6707
4463,91342,8308
4464,91343,3261
4465,91344,12451
4466,91345,6462
4467,91350,3823
4468,91351,13407
4469,91352,2974
4470,91354,13816
4471,91360,4433
4472,91361,14718
4473,91362,6439
4474,91364,4844
4475,91367,10706
4476,91377,4018
4477,91405,4952
4478,91406,13127
4479,91411,7405
4480,91436,14008
4481,91502,5263
4482,91504,12375
4483,91505,11101
4484,91506,13547
4485,91602,6857
4486,91604,8954
4487,91605,5736
4488,91606,9381
4489,91701,11238
4490,91702,11345
4491,91706,2965
4492,91709,6104
4493,91710,11605
4494,91723,13646
4495,91724,13397
4496,91730,4483
4497,91732,13293
4498,91733,3028
4499,91737,6751
4500,91739,4712
4501,91740,3774
4502,91745,10801
4503,91746,11976
4504,91750,11551
4505,91754,7075
4506,91755,3266
4507,91759,3878
4508,91761,2900
4509,91762,5071
4510,91763,5784
4511,91764,4944
4512,91765,8307
4513,91766,9635
4514,91768,13548
4515,91770,11478
4516,91775,8307
4517,91776,7333
4518,91780,5467
4519,91784,11286
4520,91786,4068
4521,91791,8706
4522,91792,13323
4523,91801,6117
4524,91905,11458
4525,91911,4431
4526,91913,6113
4527,91914,8243
4528,91916,10972
4529,91917,14881
4530,91932,12098
4531,91934,4685
4532,91935,14543
4533,91941,2749
4534,91945,14610
4535,91950,8739
4536,91962,8647
4537,91963,11145
4538,91977,4168
4539,91980,10562
4540,92004,3319
4541,92007,12511
4542,92008,14284
4543,92014,11571
4544,92019,5258
4545,92020,13798
4546,92021,9327
4547,92024,3486
4548,92025,4912
4549,92026,2254
4550,92027,5813
4551,92036,2347
4552,92037,6991
4553,92040,10849
4554,92054,11619
4555,92056,8408
4556,92060,5708
4557,92064,11760
4558,92065,13211
4559,92066,10992
4560,92067,2614
4561,92069,13516
4562,92070,5059
4563,92071,14600
4564,92075,2490
4565,92078,13929
4566,92082,5209
4567,92083,4345
4568,92086,3045
4569,92091,9670
4570,92101,14121
4571,92102,4627
4572,92103,9174
4573,92104,5089
4574,92105,12581
4575,92106,11841
4576,92107,3398
4577,92109,11955
4578,92110,11012
4579,92111,5821
4580,92114,7647
4581,92115,11712
4582,92116,8456
4583,92117,10607
4584,92122,13018
4585,92123,3776
4586,92124,14049
4587,92126,13011
4588,92131,8543
4589,92139,11600
4590,92154,9940
4591,92203,2344
4592,92220,14087
4593,92223,3457
4594,92225,13760
4595,92230,10912
4596,92233,4667
4597,92234,8900
4598,92236,11849
4599,92240,13851
4600,92242,3460
4601,92243,4863
4602,92249,3073
4603,92250,10183
4604,92251,2039
4605,92252,6588
4606,92253,5469
4607,92254,3729
4608,92256,6081
4609,92257,9667
4610,92259,9573
4611,92260,9218
4612,92264,12763
4613,92266,14950
4614,92267,2825
4615,92268,9314
4616,92273,10645
4617,92274,8854
4618,92275,13519
4619,92280,2925
4620,92281,4274
4621,92283,5540
4622,92284,4577
4623,92285,3733
4624,92301,3808
4625,92304,4812
4626,92305,4156
4627,92308,4846
4628,92309,3720
4629,92310,3437
4630,92311,9930
4631,92313,11845
4632,92315,7158
4633,92321,14366
4634,92324,11775
4635,92327,10863
4636,92328,9043
4637,92332,9571
4638,92333,11126
4639,92335,6271
4640,92338,8465
4641,92339,5806
4642,92342,2821
4643,92345,9772
4644,92346,9977
4645,92352,9105
4646,92354,4516
4647,92358,3374
4648,92359,2944
4649,92363,8497
4650,92364,6671
4651,92372,12466
4652,92374,9982
4653,92376,8178
4654,92377,10723
4655,92384,12027
4656,92386,9036
4657,92389,6826
4658,92392,7258
4659,92398,14518
4660,92399,6236
4661,92404,4888
4662,92407,8701
4663,92410,6467
4664,92411,14327
4665,92501,6863
4666,92504,9167
4667,92505,13471
4668,92507,8705
4669,92509,13359
4670,92530,14596
4671,92536,6850
4672,92543,13706
4673,92544,14401
4674,92545,2843
4675,92548,12552
4676,92549,5288
4677,92551,8707
4678,92553,6449
4679,92557,13912
4680,92561,11943
4681,92562,13220
4682,92563,2163
4683,92567,5869
4684,92571,7350
4685,92582,13529
4686,92583,14234
4687,92584,6906
4688,92585,9485
4689,92586,13564
4690,92587,4523
4691,92595,3245
4692,92596,10836
4693,92604,9422
4694,92606,3969
4695,92612,6527
4696,92614,8233
4697,92618,5141
4698,92624,2892
4699,92629,13616
4700,92630,4705
4701,92646,13769
4702,92648,4124
4703,92649,8748
4704,92651,13282
4705,92653,12186
4706,92655,7506
4707,92656,3364
4708,92657,10338
4709,92660,11237
4710,92661,5309
4711,92662,6466
4712,92663,12347
4713,92672,3861
4714,92673,5079
4715,92675,3480
4716,92677,10304
4717,92679,10042
4718,92683,12722
4719,92691,13150
4720,92692,4672
4721,92701,9218
4722,92703,7316
4723,92704,3796
4724,92706,4052
4725,92708,6363
4726,92782,2453
4727,92801,2935
4728,92802,13747
4729,92804,11736
4730,92805,8729
4731,92806,5088
4732,92807,3024
4733,92823,4579
4734,92832,10028
4735,92833,9509
4736,92835,6075
4737,92840,5917
4738,92841,8174
4739,92843,4402
4740,92844,8780
4741,92845,7617
4742,92860,3800
4743,92861,8594
4744,92865,11397
4745,92866,2744
4746,92867,13563
4747,92868,10942
4748,92879,13267
4749,92880,5166
4750,92881,3795
4751,92886,7884
4752,92887,12921
4753,93001,3806
4754,93003,7366
4755,93004,10744
4756,93015,9268
4757,93021,12656
4758,93022,2797
4759,93033,9400
4760,93035,9128
4761,93041,5675
4762,93060,5349
4763,93063,13624
4764,93065,13536
4765,93067,8309
4766,93101,7595
4767,93103,11355
4768,93105,9700
4769,93108,13991
4770,93109,14402
4771,93111,14965
